DateTime,LeftMouseLocation
2025/12/28 6:36:04,side
2025/12/28 6:36:23,corridor
2025/12/28 6:36:24,middle
2025/12/28 6:36:24,mid-sep
2025/12/28 6:36:31,middle
2025/12/28 6:36:37,corridor
2025/12/28 6:36:40,side
2025/12/28 6:39:08,corridor
2025/12/28 6:39:09,middle
2025/12/28 6:39:10,mid-sep
2025/12/28 6:39:11,middle
2025/12/28 6:42:06,corridor
2025/12/28 6:42:11,side
2025/12/28 6:43:22,corridor
2025/12/28 6:43:24,middle
2025/12/28 6:43:26,mid-sep
2025/12/28 6:44:00,middle
2025/12/28 6:44:06,corridor
2025/12/28 6:44:07,side
2025/12/28 6:46:23,corridor
2025/12/28 6:46:25,middle
2025/12/28 6:46:25,mid-sep
2025/12/28 6:46:26,middle
2025/12/28 6:48:20,mid-sep
2025/12/28 6:48:24,middle
2025/12/28 6:48:42,mid-sep
2025/12/28 6:48:55,middle
2025/12/28 6:49:00,mid-sep
2025/12/28 6:49:12,middle
2025/12/28 6:49:23,mid-sep
2025/12/28 6:49:40,middle
2025/12/28 6:49:49,mid-sep
2025/12/28 6:50:01,middle
2025/12/28 6:50:08,mid-sep
2025/12/28 6:50:41,middle
2025/12/28 6:50:47,mid-sep
2025/12/28 6:52:14,middle
2025/12/28 6:52:25,corridor
2025/12/28 6:52:32,side
2025/12/28 7:47:22,corridor
2025/12/28 7:47:23,middle
2025/12/28 7:47:25,mid-sep
2025/12/28 7:47:44,middle
2025/12/28 7:47:56,corridor
2025/12/28 7:48:15,side
2025/12/28 7:48:38,corridor
2025/12/28 7:48:39,middle
2025/12/28 7:48:40,mid-sep
2025/12/28 7:48:52,middle
2025/12/28 7:49:12,mid-sep
2025/12/28 7:49:28,middle
2025/12/28 7:50:12,mid-sep
2025/12/28 7:50:20,middle
2025/12/28 7:50:21,corridor
2025/12/28 7:50:25,side
2025/12/28 7:50:44,corridor
2025/12/28 7:50:45,middle
2025/12/28 7:50:47,mid-sep
2025/12/28 7:50:49,middle
2025/12/28 7:53:02,mid-sep
2025/12/28 7:53:12,middle
2025/12/28 7:53:18,mid-sep
2025/12/28 7:53:36,middle
2025/12/28 7:53:38,corridor
2025/12/28 7:53:45,side
2025/12/28 7:54:45,corridor
2025/12/28 7:54:46,middle
2025/12/28 7:54:46,mid-sep
2025/12/28 7:54:46,middle
2025/12/28 7:55:40,mid-sep
2025/12/28 7:55:43,middle
2025/12/28 7:55:50,corridor
2025/12/28 7:55:58,side
2025/12/28 7:57:14,corridor
2025/12/28 7:57:14,middle
2025/12/28 7:57:17,mid-sep
2025/12/28 7:57:18,middle
2025/12/28 7:57:18,corridor
2025/12/28 7:57:18,side
2025/12/28 8:57:57,corridor
2025/12/28 8:57:58,middle
2025/12/28 9:00:12,mid-sep
2025/12/28 9:00:12,middle
2025/12/28 9:00:37,mid-sep
2025/12/28 9:01:08,middle
2025/12/28 9:01:12,mid-sep
2025/12/28 9:01:52,middle
2025/12/28 9:01:57,mid-sep
2025/12/28 9:03:29,middle
2025/12/28 9:03:44,mid-sep
2025/12/28 9:05:08,middle
2025/12/28 9:05:11,corridor
2025/12/28 9:05:23,side
2025/12/28 9:06:58,corridor
2025/12/28 9:07:00,middle
2025/12/28 9:07:01,mid-sep
2025/12/28 9:07:03,middle
2025/12/28 9:08:53,mid-sep
2025/12/28 9:09:22,middle
2025/12/28 9:09:24,corridor
2025/12/28 9:09:30,side
2025/12/28 9:20:36,middle
2025/12/28 9:20:36,mid-sep
2025/12/28 9:20:40,middle
2025/12/28 9:20:56,corridor
2025/12/28 9:21:06,side
2025/12/28 9:24:42,corridor
2025/12/28 9:24:43,middle
2025/12/28 9:24:46,mid-sep
2025/12/28 9:25:20,middle
2025/12/28 9:25:29,mid-sep
2025/12/28 9:25:42,middle
2025/12/28 9:25:47,corridor
2025/12/28 9:25:47,side
2025/12/28 9:31:27,corridor
2025/12/28 9:31:28,middle
2025/12/28 9:31:28,mid-sep
2025/12/28 9:31:30,middle
2025/12/28 9:34:17,mid-sep
2025/12/28 9:34:19,middle
2025/12/28 9:34:31,mid-sep
2025/12/28 9:34:34,middle
2025/12/28 9:35:39,corridor
2025/12/28 9:35:40,side
2025/12/28 11:38:53,corridor
2025/12/28 11:38:55,middle
2025/12/28 11:38:57,mid-sep
2025/12/28 11:39:04,middle
2025/12/28 11:41:23,mid-sep
2025/12/28 11:42:18,middle
2025/12/28 11:42:35,corridor
2025/12/28 11:42:36,side
2025/12/28 13:13:03,corridor
2025/12/28 13:13:04,middle
2025/12/28 13:13:07,mid-sep
2025/12/28 13:13:17,middle
2025/12/28 13:13:36,corridor
2025/12/28 13:13:45,side
2025/12/28 13:14:30,corridor
2025/12/28 13:14:31,middle
2025/12/28 13:14:31,mid-sep
2025/12/28 13:14:37,middle
2025/12/28 13:14:38,corridor
2025/12/28 13:14:41,side
2025/12/28 13:15:35,corridor
2025/12/28 13:15:36,middle
2025/12/28 13:15:36,mid-sep
2025/12/28 13:15:37,middle
2025/12/28 13:18:02,mid-sep
2025/12/28 13:18:22,middle
2025/12/28 13:18:25,corridor
2025/12/28 13:18:30,side
2025/12/28 13:18:48,corridor
2025/12/28 13:18:48,middle
2025/12/28 13:18:51,mid-sep
2025/12/28 13:19:53,middle
2025/12/28 13:19:54,corridor
2025/12/28 13:20:00,middle
2025/12/28 13:20:00,mid-sep
2025/12/28 13:20:14,middle
2025/12/28 13:21:11,mid-sep
2025/12/28 13:21:12,middle
2025/12/28 13:21:14,corridor
2025/12/28 13:21:15,side
2025/12/28 14:24:14,corridor
2025/12/28 14:24:14,middle
2025/12/28 14:24:15,mid-sep
2025/12/28 14:24:22,middle
2025/12/28 14:24:25,mid-sep
2025/12/28 14:24:32,middle
2025/12/28 14:26:18,mid-sep
2025/12/28 14:26:36,middle
2025/12/28 14:26:37,corridor
2025/12/28 14:26:54,side
2025/12/28 14:27:23,corridor
2025/12/28 14:27:26,middle
2025/12/28 14:27:27,mid-sep
2025/12/28 14:27:28,middle
2025/12/28 14:28:54,mid-sep
2025/12/28 14:28:55,middle
2025/12/28 14:28:55,corridor
2025/12/28 14:29:09,side
2025/12/28 14:32:42,corridor
2025/12/28 14:32:43,middle
2025/12/28 14:32:45,mid-sep
2025/12/28 14:32:51,middle
2025/12/28 14:32:52,corridor
2025/12/28 14:32:55,side
2025/12/28 14:33:41,corridor
2025/12/28 14:33:41,middle
2025/12/28 14:33:42,mid-sep
2025/12/28 14:34:28,middle
2025/12/28 14:34:33,mid-sep
2025/12/28 14:36:18,middle
2025/12/28 14:36:19,corridor
2025/12/28 14:36:23,side
2025/12/28 14:37:56,corridor
2025/12/28 14:37:57,middle
2025/12/28 14:37:58,mid-sep
2025/12/28 14:38:36,middle
2025/12/28 14:38:55,mid-sep
2025/12/28 14:39:14,middle
2025/12/28 14:39:15,corridor
2025/12/28 14:39:16,side
2025/12/28 14:41:24,corridor
2025/12/28 14:41:25,middle
2025/12/28 14:41:27,mid-sep
2025/12/28 14:41:28,middle
2025/12/28 14:43:31,corridor
2025/12/28 14:43:32,side
2025/12/28 15:32:04,corridor
2025/12/28 15:32:06,middle
2025/12/28 15:32:14,mid-sep
2025/12/28 15:32:17,middle
2025/12/28 15:32:18,corridor
2025/12/28 15:32:27,side
2025/12/28 15:32:37,corridor
2025/12/28 15:32:38,middle
2025/12/28 15:32:40,mid-sep
2025/12/28 15:32:51,middle
2025/12/28 15:32:58,mid-sep
2025/12/28 15:33:03,middle
2025/12/28 15:35:44,corridor
2025/12/28 15:35:46,side
2025/12/28 15:39:12,corridor
2025/12/28 15:39:13,middle
2025/12/28 15:39:14,mid-sep
2025/12/28 15:39:16,middle
2025/12/28 15:39:17,corridor
2025/12/28 15:39:18,side
2025/12/28 15:47:04,corridor
2025/12/28 15:47:11,side
2025/12/28 15:47:57,corridor
2025/12/28 15:47:57,middle
2025/12/28 15:48:00,mid-sep
2025/12/28 15:48:01,middle
2025/12/28 15:48:02,corridor
2025/12/28 15:48:02,side
2025/12/28 15:59:51,corridor
2025/12/28 15:59:51,middle
2025/12/28 15:59:51,mid-sep
2025/12/28 15:59:52,middle
2025/12/28 16:01:18,mid-sep
2025/12/28 16:02:50,middle
2025/12/28 16:02:50,corridor
2025/12/28 16:02:51,side
2025/12/28 16:07:29,corridor
2025/12/28 16:07:30,middle
2025/12/28 16:07:30,mid-sep
2025/12/28 16:07:31,middle
2025/12/28 16:09:10,mid-sep
2025/12/28 16:09:12,middle
2025/12/28 16:09:13,corridor
2025/12/28 16:09:16,side
2025/12/28 16:19:37,corridor
2025/12/28 16:19:37,middle
2025/12/28 16:19:46,mid-sep
2025/12/28 16:19:55,middle
2025/12/28 16:19:55,corridor
2025/12/28 16:21:11,side
2025/12/28 16:28:13,corridor
2025/12/28 16:28:14,middle
2025/12/28 16:28:14,mid-sep
2025/12/28 16:28:15,middle
2025/12/28 16:29:55,corridor
2025/12/28 16:29:57,side
2025/12/28 16:37:02,corridor
2025/12/28 16:37:03,middle
2025/12/28 16:37:04,mid-sep
2025/12/28 16:37:05,middle
2025/12/28 16:38:30,mid-sep
2025/12/28 16:38:33,middle
2025/12/28 16:38:52,mid-sep
2025/12/28 16:38:59,middle
2025/12/28 16:39:02,corridor
2025/12/28 16:39:06,side
2025/12/28 16:39:15,corridor
2025/12/28 16:39:16,middle
2025/12/28 16:39:18,mid-sep
2025/12/28 16:39:19,middle
2025/12/28 16:39:19,corridor
2025/12/28 16:39:20,side
2025/12/28 16:44:25,corridor
2025/12/28 16:44:26,middle
2025/12/28 16:44:26,mid-sep
2025/12/28 16:44:27,middle
2025/12/28 16:50:48,corridor
2025/12/28 16:50:50,side
2025/12/28 17:03:28,corridor
2025/12/28 17:03:29,middle
2025/12/28 17:03:29,mid-sep
2025/12/28 17:03:30,middle
2025/12/28 17:07:19,mid-sep
2025/12/28 17:07:38,middle
2025/12/28 17:07:42,corridor
2025/12/28 17:07:44,side
2025/12/28 17:18:49,corridor
2025/12/28 17:18:49,middle
2025/12/28 17:18:50,mid-sep
2025/12/28 17:18:55,middle
2025/12/28 17:18:56,corridor
2025/12/28 17:18:56,side
2025/12/28 17:20:20,corridor
2025/12/28 17:20:20,middle
2025/12/28 17:20:22,mid-sep
2025/12/28 17:20:23,corridor
2025/12/28 17:20:27,side
2025/12/28 17:33:05,corridor
2025/12/28 17:33:05,middle
2025/12/28 17:33:05,mid-sep
2025/12/28 17:33:22,middle
2025/12/28 17:33:45,mid-sep
2025/12/28 17:34:17,middle
2025/12/28 17:34:26,mid-sep
2025/12/28 17:34:45,middle
2025/12/28 17:35:10,mid-sep
2025/12/28 17:35:22,middle
2025/12/28 17:36:12,corridor
2025/12/28 17:36:22,side
2025/12/28 17:41:26,corridor
2025/12/28 17:41:27,middle
2025/12/28 17:41:28,mid-sep
2025/12/28 17:41:51,middle
2025/12/28 17:41:53,corridor
2025/12/28 17:41:55,side
2025/12/28 17:44:49,corridor
2025/12/28 17:44:50,middle
2025/12/28 17:44:51,mid-sep
2025/12/28 17:44:53,middle
2025/12/28 17:45:08,corridor
2025/12/28 17:45:14,side
2025/12/28 17:51:01,corridor
2025/12/28 17:51:01,middle
2025/12/28 17:51:02,mid-sep
2025/12/28 17:51:10,middle
2025/12/28 17:51:11,corridor
2025/12/28 17:51:26,side
2025/12/28 17:51:32,corridor
2025/12/28 17:51:33,mid-sep
2025/12/28 17:51:34,corridor
2025/12/28 17:51:43,side
2025/12/28 18:03:17,corridor
2025/12/28 18:03:17,middle
2025/12/28 18:03:17,mid-sep
2025/12/28 18:03:18,middle
2025/12/28 18:10:30,mid-sep
2025/12/28 18:10:58,middle
2025/12/28 18:10:58,corridor
2025/12/28 18:10:59,side
2025/12/28 18:22:36,corridor
2025/12/28 18:22:36,middle
2025/12/28 18:22:38,mid-sep
2025/12/28 18:23:10,middle
2025/12/28 18:28:42,mid-sep
2025/12/28 18:29:20,middle
2025/12/28 18:29:20,corridor
2025/12/28 18:29:21,side
2025/12/28 18:42:26,corridor
2025/12/28 18:42:27,middle
2025/12/28 18:42:30,mid-sep
2025/12/28 18:42:38,middle
2025/12/28 18:42:39,corridor
2025/12/28 18:42:42,side
2025/12/28 18:44:13,corridor
2025/12/28 18:44:14,middle
2025/12/28 18:44:14,mid-sep
2025/12/28 18:44:15,middle
2025/12/28 18:48:12,corridor
2025/12/28 18:48:13,side
2025/12/28 20:04:56,corridor
2025/12/28 20:04:57,middle
2025/12/28 20:04:58,mid-sep
2025/12/28 20:05:30,middle
2025/12/28 20:05:36,corridor
2025/12/28 20:05:42,middle
2025/12/28 20:05:45,mid-sep
2025/12/28 20:05:47,middle
2025/12/28 20:05:48,corridor
2025/12/28 20:05:49,side
2025/12/28 20:07:44,corridor
2025/12/28 20:07:45,middle
2025/12/28 20:07:45,mid-sep
2025/12/28 20:07:46,middle
2025/12/28 20:07:46,corridor
2025/12/28 20:07:47,side
2025/12/28 20:09:50,corridor
2025/12/28 20:09:51,middle
2025/12/28 20:09:51,mid-sep
2025/12/28 20:09:58,middle
2025/12/28 20:14:02,mid-sep
2025/12/28 20:14:49,middle
2025/12/28 20:14:49,corridor
2025/12/28 20:14:51,side
2025/12/28 20:17:13,corridor
2025/12/28 20:17:14,mid-sep
2025/12/28 20:17:16,corridor
2025/12/28 20:17:20,side
2025/12/28 20:20:47,corridor
2025/12/28 20:20:47,middle
2025/12/28 20:20:48,mid-sep
2025/12/28 20:20:50,middle
2025/12/28 20:20:56,corridor
2025/12/28 20:20:58,side
2025/12/28 21:36:41,corridor
2025/12/28 21:36:41,middle
2025/12/28 21:36:42,mid-sep
2025/12/28 21:36:43,middle
2025/12/28 21:41:09,corridor
2025/12/28 21:41:38,side
2025/12/28 21:42:40,corridor
2025/12/28 21:42:41,middle
2025/12/28 21:42:43,mid-sep
2025/12/28 21:42:45,middle
2025/12/28 21:42:46,corridor
2025/12/28 21:42:47,side
2025/12/28 21:53:34,corridor
2025/12/28 21:53:35,middle
2025/12/28 21:53:35,mid-sep
2025/12/28 21:53:39,middle
2025/12/28 21:53:46,corridor
2025/12/28 21:53:48,side
2025/12/28 21:54:20,corridor
2025/12/28 21:54:21,middle
2025/12/28 21:54:21,mid-sep
2025/12/28 21:54:24,middle
2025/12/28 21:54:25,corridor
2025/12/28 21:54:26,side
2025/12/28 21:54:33,corridor
2025/12/28 21:54:33,middle
2025/12/28 21:54:34,mid-sep
2025/12/28 21:54:35,middle
2025/12/28 22:00:00,mid-sep
2025/12/28 22:00:15,middle
2025/12/28 22:00:15,corridor
2025/12/28 22:00:20,side
2025/12/28 22:03:38,corridor
2025/12/28 22:03:39,middle
2025/12/28 22:03:39,mid-sep
2025/12/28 22:03:42,middle
2025/12/28 22:03:42,corridor
2025/12/28 22:03:43,side
2025/12/28 23:13:32,corridor
2025/12/28 23:13:33,middle
2025/12/28 23:13:38,mid-sep
2025/12/28 23:13:50,middle
2025/12/28 23:15:29,corridor
2025/12/28 23:15:41,middle
2025/12/28 23:15:42,mid-sep
2025/12/28 23:15:43,middle
2025/12/28 23:16:37,mid-sep
2025/12/28 23:16:40,middle
2025/12/28 23:17:17,mid-sep
2025/12/28 23:17:35,middle
2025/12/28 23:18:01,mid-sep
2025/12/28 23:18:39,middle
2025/12/28 23:18:44,corridor
2025/12/28 23:18:50,middle
2025/12/28 23:18:50,mid-sep
2025/12/28 23:18:57,middle
2025/12/28 23:18:57,corridor
2025/12/28 23:18:58,side
2025/12/28 23:22:27,corridor
2025/12/28 23:22:28,middle
2025/12/28 23:22:30,mid-sep
2025/12/28 23:22:57,middle
2025/12/28 23:22:57,corridor
2025/12/28 23:22:58,side
2025/12/29 1:08:54,corridor
2025/12/29 1:08:55,middle
2025/12/29 1:08:56,mid-sep
2025/12/29 1:08:56,middle
2025/12/29 1:12:16,mid-sep
2025/12/29 1:12:28,middle
2025/12/29 1:12:28,corridor
2025/12/29 1:12:31,side
2025/12/29 1:15:26,corridor
2025/12/29 1:15:27,middle
2025/12/29 1:15:28,mid-sep
2025/12/29 1:15:29,middle
2025/12/29 1:15:31,corridor
2025/12/29 1:15:33,side
2025/12/29 1:18:41,corridor
2025/12/29 1:18:42,middle
2025/12/29 1:18:42,mid-sep
2025/12/29 1:18:44,middle
2025/12/29 1:21:58,mid-sep
2025/12/29 1:22:08,middle
2025/12/29 1:22:43,mid-sep
2025/12/29 1:23:17,middle
2025/12/29 1:23:18,corridor
2025/12/29 1:23:23,side
2025/12/29 2:59:49,corridor
2025/12/29 2:59:49,middle
2025/12/29 2:59:50,mid-sep
2025/12/29 2:59:51,middle
2025/12/29 3:04:07,mid-sep
2025/12/29 3:04:11,middle
2025/12/29 3:04:11,corridor
2025/12/29 3:04:13,side
2025/12/29 3:07:02,corridor
2025/12/29 3:07:03,middle
2025/12/29 3:07:05,mid-sep
2025/12/29 3:07:13,middle
2025/12/29 3:07:14,corridor
2025/12/29 3:07:15,side
2025/12/29 3:10:06,corridor
2025/12/29 3:10:07,middle
2025/12/29 3:10:08,mid-sep
2025/12/29 3:10:10,middle
2025/12/29 3:10:14,corridor
2025/12/29 3:10:18,side
2025/12/29 3:14:25,corridor
2025/12/29 3:14:25,middle
2025/12/29 3:14:26,mid-sep
2025/12/29 3:14:27,middle
2025/12/29 3:16:35,corridor
2025/12/29 3:16:58,middle
2025/12/29 3:16:59,mid-sep
2025/12/29 3:17:00,middle
2025/12/29 3:17:22,mid-sep
2025/12/29 3:17:24,middle
2025/12/29 3:20:00,corridor
2025/12/29 3:20:03,middle
2025/12/29 3:20:04,mid-sep
2025/12/29 3:20:48,middle
2025/12/29 3:20:48,corridor
2025/12/29 3:20:50,side
2025/12/29 4:20:08,corridor
2025/12/29 4:20:09,middle
2025/12/29 4:20:09,mid-sep
2025/12/29 4:20:11,middle
2025/12/29 4:25:22,mid-sep
2025/12/29 4:25:24,middle
2025/12/29 4:26:04,mid-sep
2025/12/29 4:26:21,middle
2025/12/29 4:26:22,corridor
2025/12/29 4:26:25,side
2025/12/29 4:31:35,corridor
2025/12/29 4:31:36,side
2025/12/29 4:37:35,corridor
2025/12/29 4:37:37,middle
2025/12/29 4:37:37,mid-sep
2025/12/29 4:37:39,middle
2025/12/29 4:37:42,corridor
2025/12/29 4:37:46,side
2025/12/29 4:44:41,corridor
2025/12/29 4:44:41,middle
2025/12/29 4:44:42,mid-sep
2025/12/29 4:44:45,middle
2025/12/29 4:44:45,corridor
2025/12/29 4:44:46,side
2025/12/29 4:51:25,corridor
2025/12/29 4:51:26,middle
2025/12/29 4:51:35,mid-sep
2025/12/29 4:51:46,middle
2025/12/29 4:51:51,mid-sep
2025/12/29 4:51:55,middle
2025/12/29 4:51:57,corridor
2025/12/29 4:52:01,side
2025/12/29 5:32:43,corridor
2025/12/29 5:32:44,middle
2025/12/29 5:32:45,mid-sep
2025/12/29 5:32:46,middle
2025/12/29 5:35:00,mid-sep
2025/12/29 5:35:20,middle
2025/12/29 5:35:21,corridor
2025/12/29 5:35:24,side
2025/12/29 5:36:33,corridor
2025/12/29 5:36:34,middle
2025/12/29 5:36:35,mid-sep
2025/12/29 5:36:41,middle
2025/12/29 5:36:42,corridor
2025/12/29 5:36:49,side
2025/12/29 5:37:31,corridor
2025/12/29 5:37:31,middle
2025/12/29 5:37:32,mid-sep
2025/12/29 5:37:33,middle
2025/12/29 5:37:52,mid-sep
2025/12/29 5:38:20,middle
2025/12/29 5:38:26,mid-sep
2025/12/29 5:38:27,middle
2025/12/29 5:38:29,corridor
2025/12/29 5:38:31,side
2025/12/29 5:40:48,middle
2025/12/29 5:40:49,mid-sep
2025/12/29 5:40:50,middle
2025/12/29 5:42:59,corridor
2025/12/29 5:43:06,side
2025/12/29 5:43:14,corridor
2025/12/29 5:43:14,middle
2025/12/29 5:43:16,mid-sep
2025/12/29 5:43:17,middle
2025/12/29 5:44:24,mid-sep
2025/12/29 5:45:02,middle
2025/12/29 5:45:16,mid-sep
2025/12/29 5:46:00,middle
2025/12/29 5:46:07,corridor
2025/12/29 5:46:10,side
2025/12/29 5:58:09,corridor
2025/12/29 5:58:10,middle
2025/12/29 5:58:12,mid-sep
2025/12/29 5:58:47,middle
2025/12/29 5:58:59,corridor
2025/12/29 5:59:08,side
2025/12/29 6:40:05,corridor
2025/12/29 6:40:05,middle
2025/12/29 6:40:07,mid-sep
2025/12/29 6:40:08,middle
2025/12/29 6:40:13,mid-sep
2025/12/29 6:41:17,middle
2025/12/29 6:41:26,mid-sep
2025/12/29 6:41:36,middle
2025/12/29 6:41:43,corridor
2025/12/29 6:41:47,side
2025/12/29 6:41:50,corridor
2025/12/29 6:41:51,middle
2025/12/29 6:41:52,mid-sep
2025/12/29 6:42:33,middle
2025/12/29 6:42:42,corridor
2025/12/29 6:42:57,side
2025/12/29 6:43:12,corridor
2025/12/29 6:43:12,middle
2025/12/29 6:43:12,mid-sep
2025/12/29 6:43:14,middle
2025/12/29 6:44:20,mid-sep
2025/12/29 6:44:44,middle
2025/12/29 6:44:45,corridor
2025/12/29 6:45:11,side
2025/12/29 6:45:13,corridor
2025/12/29 6:45:14,middle
2025/12/29 6:45:15,mid-sep
2025/12/29 6:47:25,middle
2025/12/29 6:47:25,corridor
2025/12/29 6:47:26,side
2025/12/29 6:51:09,corridor
2025/12/29 6:51:10,middle
2025/12/29 6:51:10,mid-sep
2025/12/29 6:51:11,middle
2025/12/29 6:52:26,mid-sep
2025/12/29 6:52:27,middle
2025/12/29 6:52:31,corridor
2025/12/29 6:52:39,middle
2025/12/29 6:52:39,mid-sep
2025/12/29 6:54:01,middle
2025/12/29 6:54:05,corridor
2025/12/29 6:54:07,middle
2025/12/29 6:54:09,mid-sep
2025/12/29 6:55:05,middle
2025/12/29 6:55:18,mid-sep
2025/12/29 6:58:05,middle
2025/12/29 6:58:12,mid-sep
2025/12/29 6:59:59,middle
2025/12/29 7:00:01,corridor
2025/12/29 7:00:02,side
2025/12/29 7:03:34,middle
2025/12/29 7:03:34,mid-sep
2025/12/29 7:04:15,middle
2025/12/29 7:05:52,corridor
2025/12/29 7:05:59,middle
2025/12/29 7:05:59,mid-sep
2025/12/29 7:06:08,middle
2025/12/29 7:06:09,corridor
2025/12/29 7:06:09,side
2025/12/29 8:00:23,corridor
2025/12/29 8:00:24,middle
2025/12/29 8:00:27,mid-sep
2025/12/29 8:00:45,middle
2025/12/29 8:01:12,mid-sep
2025/12/29 8:02:10,middle
2025/12/29 8:04:02,mid-sep
2025/12/29 8:04:45,middle
2025/12/29 8:04:46,corridor
2025/12/29 8:04:47,side
2025/12/29 8:07:16,corridor
2025/12/29 8:07:17,middle
2025/12/29 8:07:18,mid-sep
2025/12/29 8:07:19,middle
2025/12/29 8:07:25,corridor
2025/12/29 8:07:28,side
2025/12/29 8:07:49,corridor
2025/12/29 8:07:50,middle
2025/12/29 8:07:58,mid-sep
2025/12/29 8:08:00,middle
2025/12/29 8:08:11,mid-sep
2025/12/29 8:09:10,middle
2025/12/29 8:10:13,mid-sep
2025/12/29 8:12:15,middle
2025/12/29 8:12:17,corridor
2025/12/29 8:12:21,side
2025/12/29 9:51:50,corridor
2025/12/29 9:51:51,middle
2025/12/29 9:51:51,mid-sep
2025/12/29 9:51:52,middle
2025/12/29 9:54:40,mid-sep
