,Cday,CT,bin,data,middle,mid_sep,others
652,3,17,1,111.0,156,33,171
653,3,17,2,0.0,0,0,360
654,3,17,3,0.0,0,0,360
655,3,17,4,0.0,0,0,360
656,3,17,5,0.0,0,0,360
657,3,17,6,0.0,0,0,360
658,3,17,7,0.0,0,0,360
659,3,17,8,79.0,6,76,278
660,3,17,9,94.0,174,7,179
661,3,17,10,34.0,18,25,317
662,3,18,1,106.5,57,78,225
663,3,18,2,6.5,7,3,350
664,3,18,3,93.0,14,86,260
665,3,18,4,37.0,4,35,321
666,3,18,5,70.0,34,53,273
667,3,18,6,188.5,83,147,130
668,3,18,7,0.0,0,0,360
669,3,18,8,106.0,22,95,243
670,3,18,9,0.0,0,0,360
671,3,18,10,0.0,0,0,360
672,3,19,1,118.5,95,71,194
673,3,19,2,13.0,2,12,346
674,3,19,3,0.0,0,0,360
675,3,19,4,0.0,0,0,360
676,3,19,5,0.0,0,0,360
677,3,19,6,0.0,0,0,360
678,3,19,7,0.0,0,0,360
679,3,19,8,0.0,0,0,360
680,3,19,9,55.0,38,36,286
681,3,19,10,26.0,10,21,329
682,3,20,1,0.0,0,0,360
683,3,20,2,7.5,7,4,349
684,3,20,3,0.0,0,0,360
685,3,20,4,0.0,0,0,360
686,3,20,5,0.0,0,0,360
687,3,20,6,33.0,36,15,309
688,3,20,7,0.0,0,0,360
689,3,20,8,0.0,0,0,360
690,3,20,9,90.5,7,87,266
691,3,20,10,9.5,7,6,347
692,3,21,1,0.0,0,0,360
693,3,21,2,0.0,0,0,360
694,3,21,3,0.0,0,0,360
695,3,21,4,0.0,0,0,360
696,3,21,5,33.0,44,11,305
697,3,21,6,16.5,31,1,328
698,3,21,7,0.0,0,0,360
699,3,21,8,0.0,0,0,360
700,3,21,9,0.0,0,0,360
701,3,21,10,0.0,0,0,360
702,3,22,1,0.0,0,0,360
703,3,22,2,0.0,0,0,360
704,3,22,3,0.0,0,0,360
705,3,22,4,0.0,0,0,360
706,3,22,5,0.0,0,0,360
707,3,22,6,0.0,0,0,360
708,3,22,7,33.5,9,29,322
709,3,22,8,4.0,2,3,355
710,3,22,9,0.0,0,0,360
711,3,22,10,0.0,0,0,360
712,3,23,1,0.0,0,0,360
713,3,23,2,0.0,0,0,360
714,3,23,3,0.0,0,0,360
715,3,23,4,74.0,10,69,281
716,3,23,5,100.5,67,67,226
717,3,23,6,22.0,6,19,335
718,3,23,7,149.0,138,80,142
719,3,23,8,92.5,17,84,259
720,3,23,9,38.5,9,34,317
721,3,23,10,4.0,2,3,355
722,4,0,1,0.0,0,0,360
723,4,0,2,0.0,0,0,360
724,4,0,3,0.0,0,0,360
725,4,0,4,175.5,7,172,181
726,4,0,5,57.5,23,46,291
727,4,0,6,86.0,10,81,269
728,4,0,7,43.0,24,31,305
729,4,0,8,189.5,223,78,59
730,4,0,9,57.0,106,4,250
731,4,0,10,180.0,360,0,0
732,4,1,1,22.5,23,11,326
733,4,1,2,50.0,4,48,308
734,4,1,3,32.0,4,30,326
735,4,1,4,170.0,200,70,90
736,4,1,5,148.5,259,19,82
737,4,1,6,72.5,17,64,279
738,4,1,7,16.5,7,13,340
739,4,1,8,156.5,281,16,63
740,4,1,9,93.5,89,49,222
741,4,1,10,0.0,0,0,360
742,4,2,1,29.5,25,17,318
743,4,2,2,155.0,166,72,122
744,4,2,3,88.0,120,28,212
745,4,2,4,93.5,139,24,197
746,4,2,5,84.0,54,57,249
747,4,2,6,14.0,6,11,343
748,4,2,7,0.0,0,0,360
749,4,2,8,0.0,0,0,360
750,4,2,9,0.0,0,0,360
751,4,2,10,0.0,0,0,360
752,4,3,1,0.0,0,0,360
753,4,3,2,0.0,0,0,360
754,4,3,3,0.0,0,0,360
755,4,3,4,0.0,0,0,360
756,4,3,5,0.0,0,0,360
757,4,3,6,0.0,0,0,360
758,4,3,7,0.0,0,0,360
759,4,3,8,103.0,114,46,200
760,4,3,9,0.0,0,0,360
761,4,3,10,0.0,0,0,360
762,4,4,1,0.0,0,0,360
763,4,4,2,0.0,0,0,360
764,4,4,3,0.0,0,0,360
765,4,4,4,0.0,0,0,360
766,4,4,5,0.0,0,0,360
767,4,4,6,0.0,0,0,360
768,4,4,7,0.0,0,0,360
769,4,4,8,0.0,0,0,360
770,4,4,9,0.0,0,0,360
